Date,AGO,ARG,ARM,AUS,AUT,BDI,BEL,BEN,BFA,BGR,BHR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GAB,GBR,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LAO,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MEX,MLT,MNG,MOZ,MRT,MUS,MYS,NAM,NER,NGA,NIC,NLD,NOR,NZL,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SRB,SVK,SVN,SWE,SWZ,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UKR,URY,USA,VEN,ZAF,ZMB,ZWE
1981,0.88952327,1.0270967,,0.8573124,0.8627127,1.4786866,0.9527534,0.6962272,0.8764183,1.425939,1.9028596,1.1507972,1.4040219,1.3329272,1.3830829,1.1458164,0.97979456,0.98059547,1.0522548,0.8076105,0.9360293,1.6203436,1.1483222,1.141747,0.7068504,,0.73036015,0.85661864,1.3544135,1.081024,1.3941575,1.0041493,,0.7259902,0.98225576,0.84632474,1.4433572,0.85837907,1.2586302,1.1253709,0.7996976,1.3685303,,0.78237605,1.0979898,0.6691749,0.5808441,1.1134998,1.0538422,0.82453597,0.9070644,1.1892076,1.1269462,2.142447,0.87474835,,1.26157,,0.5626528,2.3810713,1.0152421,0.80243707,0.47127426,,0.89374036,,1.0722204,0.94261044,,1.52045,0.96120405,0.7961762,,1.228255,0.7704923,1.2878308,1.1608638,1.0996749,0.78628236,1.6122259,0.89655364,0.8485897,0.9725941,1.2955414,1.4113592,1.0647109,0.7774105,1.0886244,1.1918083,2.6804326,1.0639178,,0.99184495,3.6544943,0.93361455,1.0656766,1.1098622,1.4958246,,,,0.83347225,0.74800694,0.96058834,0.6788272,,1.3806162,1.0352919,1.2167884,0.5437188,0.75470364,,0.8882258,0.79251266,1.9752226,1.3393985,0.6109554,0.9103779
1982,0.8625381,0.98059785,,0.83224404,0.8716333,1.4263763,0.95884144,0.7325068,0.85092974,1.3969828,1.642205,1.1058953,1.3426762,1.2744606,1.3695612,1.181757,0.9661703,0.9580059,0.940785,0.8241183,0.8972893,1.6407659,1.1156712,1.0431002,0.7222351,,0.7241776,0.8728275,1.3306264,1.0494763,1.367507,1.0115763,,0.7337585,0.92230564,0.87683237,1.3392236,0.8755928,1.2235299,1.0817956,0.7825176,1.3198099,,0.81935585,1.0451035,0.6633278,0.5829113,1.3252643,0.9167541,0.810445,0.90577537,1.1619925,1.1395416,2.0925205,0.8775538,,1.2684345,,0.5708221,1.8994952,1.0568185,0.79642314,0.46092075,,0.8935411,,1.0694774,0.9949794,,1.4327929,0.9499129,0.8105527,,1.105478,0.7983359,1.223189,1.1311651,1.1036042,0.7214395,1.55486,0.8916924,0.83525705,0.9579625,1.2800405,1.3352439,1.0487962,0.7447117,1.0798419,1.110347,2.2421474,1.0692856,,0.9625373,2.7104545,0.90570104,1.1941242,1.0689857,1.4908084,,,,0.8289117,0.72115237,0.8942714,0.7250393,,1.3752682,0.97307914,1.1997147,0.5445762,0.75319713,,0.7834662,0.7774327,1.9222975,1.2932327,0.62277627,0.89933074
1983,0.8746763,0.9985511,,0.8665812,0.88930035,1.4027251,0.95558834,0.6765379,0.80205953,1.383609,1.6181524,1.0443453,1.2743078,1.2634383,1.4281387,1.0983313,0.97379863,0.9562063,0.889247,0.8356673,0.8265765,1.658604,1.1029203,1.0285794,0.7300939,,0.73169076,0.8859796,1.3261926,1.0150757,1.4444444,1.0254228,,0.7471286,0.8594303,0.881379,1.3440257,0.90579945,1.182608,1.0530264,0.79301107,1.2660177,,0.82419074,1.0431031,0.680987,0.5752827,,0.8175883,0.7799598,0.90072626,1.1490765,1.1458905,1.8980067,0.87792665,,1.2331841,,0.6090042,1.8337783,1.0584813,0.7907403,0.40818268,,0.91065496,,1.0983304,0.9475919,,1.3441985,0.8787407,0.811397,,1.0961008,0.78004205,1.1781842,1.0832862,1.0306709,,1.5683898,0.91096336,0.8526883,0.95760214,1.1951928,1.166573,0.9661926,0.77166384,1.0245147,1.0230625,2.0536969,1.0920601,,0.9595544,2.1072562,0.8421679,1.185161,1.0685003,1.4446373,,,,0.8276719,0.662645,0.81177044,0.6394156,,1.2059798,0.9618035,1.2065728,0.5584073,0.73028916,,0.7214216,0.79294014,1.8106408,1.2257454,0.6381211,0.87157756
1984,0.8994074,0.999224,,0.86517096,0.8790854,1.332417,0.95702016,0.71015954,0.777274,1.3770171,1.5467917,1.0022199,1.2975959,1.3007404,1.5142819,1.1692104,0.9934467,0.97184145,0.9040993,0.8710782,0.77963394,1.6677665,1.1072359,1.0476563,0.7441763,,0.741837,0.9025155,1.2720265,1.0081762,1.4800756,1.0590361,,0.7573298,0.90322137,0.8878605,1.3788092,0.89832646,1.187799,1.0246221,0.8293495,1.2678837,,0.8602088,1.0397601,0.67688715,0.60022783,,0.8165023,0.7909165,0.88490593,1.1651601,1.0989156,1.8357513,0.8894449,,1.2068931,,0.64199096,1.7517792,1.1041453,0.8018089,0.40170115,,0.9543399,,1.1136938,0.9519501,,1.340174,0.8304002,0.8118992,,1.0271746,0.8093199,1.1614345,1.046207,0.8424882,,1.4862639,0.9241232,0.88122684,0.980216,1.1805984,1.1889899,0.8591092,0.7942004,0.99493957,0.99969953,2.0518255,1.1089497,,0.851784,1.8568568,0.77081156,1.099517,1.0744627,1.4690106,,,,0.8422879,0.63046664,0.82337326,0.6207695,,1.0911282,0.9577283,1.2480474,0.5788182,0.7484884,,0.701454,0.8103002,1.7849145,1.243028,0.62948287,0.816259
1985,0.91343874,0.92222315,,0.86283374,0.88707113,1.4313823,0.954663,0.749083,0.8249137,1.3623149,1.2480459,0.958038,1.3218695,1.2977117,1.5306331,1.1761523,0.99671364,0.9820442,0.88256,0.87826294,0.7923231,1.6032151,1.1059955,1.0081671,0.74319565,,0.7497251,0.9144213,1.1963483,1.0134758,1.5009778,1.0766895,,0.7686817,0.84144795,0.9025289,1.2822844,0.9117894,1.1806313,1.0107793,0.80126584,1.2720923,,0.8602048,1.0019886,0.68235934,0.6121318,1.2195475,0.8152355,0.7824676,0.91332847,1.1689701,1.0399336,1.6938256,0.9136502,,1.2091756,,0.6473508,1.5556703,1.1213359,0.8236388,0.41776636,,0.96311694,,1.0516558,0.973925,,1.3166275,0.8006621,0.8145529,,1.0254244,0.8332139,1.0763489,1.0181899,0.8953872,,1.3783592,0.9288191,0.89803725,0.9566778,1.2074571,1.2067385,0.7881543,0.8015984,1.0141015,0.9913916,1.9161206,1.0643371,,0.8335224,1.5907199,0.78252745,1.1063145,1.0347819,1.4647094,,,,0.8357419,0.61295444,0.81989247,0.628532,,1.0500634,0.965086,1.2259306,0.58311176,0.78070784,,0.70325196,0.81700695,1.7503021,1.1948321,0.6241796,0.8390885
1986,0.93287706,0.9708932,,0.8414437,0.89254534,1.444658,0.96237975,0.74819493,0.8499088,1.371459,1.2214209,0.92081064,1.3651829,1.3105878,1.5367081,1.1964283,0.9799068,0.9724538,0.8889755,0.88246226,0.8018227,1.4481534,1.1247792,1.022044,0.75748324,,0.75536484,0.9250776,1.200645,1.0179818,1.4725161,1.0792297,,0.78189725,0.89429164,0.9083883,1.235567,0.9226817,1.1643708,1.0121359,0.8414936,1.2535976,,0.866727,1.022621,0.68223405,0.5997924,1.1107544,0.8759504,0.8017861,0.93123525,1.1679671,1.040016,1.707898,0.9181227,,1.2529709,,0.6645803,1.6076859,1.1428134,0.82152057,0.41533154,,1.0210844,,1.047139,1.0223023,,1.2280643,0.7976061,0.84501475,,1.0645156,0.85884625,1.040975,1.0379444,0.8745357,,1.3213189,0.9314409,0.89763105,0.96184224,1.2223037,1.2599524,0.79820234,0.8215308,1.0389695,0.9515116,1.9722953,1.0534599,,0.82405615,1.8002479,0.86155325,1.1201324,1.0117666,1.4544194,,,,0.8391627,0.7110545,0.82208157,0.6272919,,1.0351236,0.91307956,1.2467499,0.60963786,0.79676783,,0.76157504,0.8258477,1.8046813,1.1901666,0.6431308,0.8377275
1987,0.9804159,0.9778212,,0.85852635,0.89499354,1.4449745,0.97224855,0.7108986,0.8041959,1.3968238,1.2025532,0.9177095,1.3558687,1.3017576,1.5487953,1.1197823,0.9788544,0.95759124,0.90843415,0.90060115,0.7784314,1.3176299,1.1301191,1.0100199,0.7838466,,0.75720835,0.92130136,1.25839,0.9729162,1.4462935,1.0861201,,0.78645164,0.8251597,0.907473,1.01133,0.9414405,1.1210847,1.0103704,0.90792763,1.2862045,,0.8813549,1.0022652,0.67537653,0.62336206,1.080658,1.0335166,0.822842,0.9674747,1.1720777,1.0901216,1.6458607,0.9323829,,1.2716725,,0.6891708,1.6639582,1.0618589,0.8074917,0.42107618,,1.0150529,,1.1115247,0.9553167,,1.2126734,0.76624066,0.8298735,0.5709537,1.0623803,0.89443666,1.0497866,1.039842,0.84992003,,1.2622256,0.9313597,0.8945055,0.9012824,1.1937683,1.3274906,0.8217186,0.8180625,1.0546932,0.9454268,1.9330015,1.0235708,,0.7723919,1.6760877,0.82292676,1.113623,1.0529593,1.4750221,,,,0.84166926,0.7379814,0.7657512,0.6438827,,1.0136548,0.9250137,1.2774857,0.637593,0.8174569,,0.806572,0.8261879,1.8105104,1.1763393,0.65698147,0.820879
1988,1.0215553,0.94329906,,0.8531448,0.90306544,1.4713919,0.9930768,0.7087442,0.8090081,1.483027,1.25855,0.9397097,1.3042091,1.2940128,1.5892587,1.1381063,0.97935027,0.9567122,0.9324701,0.881168,0.76737386,1.2250347,1.126336,1.0059345,0.8047916,,0.77145994,0.9188401,1.2223191,0.9989879,1.4060545,1.0924721,,0.8068226,0.83062285,0.92484397,1.094641,0.95114475,1.1406143,1.0068071,0.92528,1.2925034,,0.8714683,0.9792849,0.706175,0.6458213,0.99832505,1.0416468,0.82656354,0.9726979,1.1829685,1.0889212,1.5613682,0.9596763,,1.2958394,,0.72030693,1.469202,0.9654674,0.80812293,0.4483515,,1.0442609,,1.1117387,1.0155728,,1.1863028,0.7824858,0.8277359,0.5858749,1.0548792,0.8602884,1.0819836,1.0103998,0.88807166,,1.0685768,0.93756926,0.8798637,0.9247165,1.0910227,1.181409,0.85078925,0.83172464,1.0925896,0.96054095,1.9932936,0.9864763,,0.7294904,1.8280184,0.8566351,1.1219447,1.0986719,1.4643685,,,,0.83125436,0.7447639,0.80906695,0.66685957,,0.982822,0.90588474,1.2232425,0.66085166,0.83486444,,0.7906162,0.8340516,1.8482518,1.1806289,0.66818863,0.8549613
1989,1.0160513,0.8721898,,0.8417867,0.9101708,1.4492618,1.0018618,0.6794251,0.78425866,1.3892028,1.2294374,0.93465436,1.3058072,1.242163,1.8350809,1.1544386,0.9723424,0.97078794,0.9714338,0.8389322,0.83671945,1.1543112,1.1153736,1.0042747,0.8172364,,0.7925836,0.9176932,1.2143362,0.9695618,1.3745663,1.0959892,,0.82146657,0.92023087,0.9448515,1.1706795,0.93487525,1.1600361,0.9954785,0.9180826,1.2919731,,0.8775353,0.9770553,0.71256775,0.67050153,1.033537,0.91072035,0.8274326,0.95128036,1.1946603,1.12401,1.3022288,0.97147185,,1.293557,,0.72435963,1.8250659,0.9942625,0.8048046,0.4663607,,1.0934023,,1.0873196,0.99069047,,1.1801531,0.80728734,0.8119776,0.6111117,1.0745316,0.84401685,1.0934566,0.98811686,0.86594325,,1.0196804,0.947941,0.8933917,0.9340554,1.0911702,1.0248424,0.8731921,0.817612,1.1061509,0.96390206,2.058483,0.9041849,,0.7160983,1.7975204,0.7861066,1.0599385,1.1182253,1.4633588,,,,0.8250345,0.7669507,0.8010547,0.6835927,,0.9842422,0.89866656,1.1566877,0.6829216,0.8435666,,0.7850255,0.83821857,1.6842475,1.164493,0.6752059,0.87306494
1990,1.0042698,0.85148954,,0.82274276,0.9245195,1.490343,0.99882174,0.71720487,0.7505203,1.2907615,1.2361335,0.93408996,1.2145656,1.208011,1.7365601,1.1222315,0.9591342,0.9734296,0.9530414,0.8049317,0.8149812,1.0654768,1.1270021,0.97887945,0.84760153,,0.8307946,0.9255292,0.8533125,0.9738691,1.3616103,1.0823511,,0.8204366,0.9606384,0.9511014,1.2243524,0.9200736,1.1328439,1.005632,0.9238123,1.2472299,,0.85884833,0.9799227,0.7146895,0.6980625,1.1449617,0.8847219,0.83082014,0.98897254,1.1869745,1.1645344,1.223078,0.98705083,,1.2992977,,0.7402509,1.3319509,0.9794592,0.8331232,0.48135033,,1.0996596,,1.1089952,0.977667,,1.1820952,0.8211509,0.7924324,0.6052897,1.0516248,0.8296114,1.0848385,0.96593106,0.8519868,,0.99983853,0.9550649,0.91020215,0.92769647,1.1720047,0.96119374,0.8610328,0.73857343,1.1034248,0.9456618,2.0567768,0.8460077,,0.68759644,1.9832796,0.8009944,1.0657616,1.117234,1.4949647,,,,0.8107993,0.8061267,0.81512564,0.7308395,,0.99339634,0.9268762,1.2054733,0.6906795,0.8477555,,0.7834349,0.84192866,1.7688996,1.1324009,0.682111,0.91006094
1991,0.9758138,0.92253876,,0.8335218,0.9296349,1.5713309,1.0100694,0.7208469,0.783221,,1.2339507,0.9387499,1.2053704,1.1350843,1.6819379,1.118408,0.9471239,0.94293207,0.9942311,0.798176,0.7958634,1.0091842,1.099207,0.9896558,0.834052,,0.88311887,0.9319445,0.81238455,0.98768836,1.3472091,1.072342,,0.8024612,0.91285497,0.9489753,1.2805568,0.9148065,1.1572793,1.0171547,0.9285962,1.2437264,,0.7899068,0.9943866,0.690269,0.71161276,1.2168046,0.30767277,0.8170496,1.0030351,1.1720834,1.1518945,1.1687051,0.98516405,,1.270655,,0.7572716,0.7686416,0.9526116,0.849847,0.48242542,,1.139936,,1.05645,0.99971735,,1.1772206,0.8361022,0.6962432,0.6239496,1.0633234,0.82869303,1.0786885,1.0242302,0.8460528,,0.99971396,0.9564839,0.93791646,0.91879064,1.2499322,0.9492795,0.8330369,0.70672035,1.1243937,0.92051,1.9638313,0.74008703,,0.6663547,2.1554592,0.81749624,1.024445,1.1037556,1.3583248,,,,0.8055186,0.7827868,0.79857045,0.7362182,,0.97810924,0.9280826,1.1437364,0.7143557,0.85376006,,0.7961885,0.8391719,1.8759711,1.0907241,0.67384845,0.9285168
1992,0.86317277,0.9962213,,0.8600667,0.9429147,1.5997719,1.0170829,0.7156131,0.7553116,,1.2742014,0.917375,1.175568,1.0978307,1.6185474,1.0886983,0.9523742,0.93733656,1.052381,0.81321704,0.77274555,0.9717049,1.1144788,0.99591094,0.8654123,,0.8914622,0.93717587,0.8518937,0.9845999,1.3727113,1.0745293,,0.8091595,0.9391615,0.95624346,1.2296485,0.9176002,1.1366965,1.0328737,0.96701723,1.2028673,,0.8192613,1.004204,0.6953317,0.73584867,1.2068416,0.39366177,0.78244966,1.0070231,1.1633157,1.2368743,1.2323126,0.9769788,,1.2190186,,0.7546585,1.40741,0.9458688,0.8693953,0.48562193,,1.1333375,,1.1003206,0.9230918,,1.162658,0.8465499,0.6161463,0.57918674,1.0626543,0.84707606,1.070118,1.0962799,0.8351428,,0.99658877,0.9479516,0.96367514,0.91678256,1.2618186,0.9329638,0.8015048,0.72200924,1.1045161,0.90087765,2.1147025,0.67579806,,0.7260367,2.1418254,0.82035774,1.0266867,1.096903,1.2110627,,,,0.80799425,0.77106446,0.7589922,0.73862934,,0.9648115,0.9620117,1.149717,0.72755283,0.8455561,,0.84225106,0.86002874,1.9019176,1.0560726,0.66856474,0.83977306
1993,0.62437665,1.0317795,,0.8746731,0.93861353,1.4688913,1.0142282,0.7200172,0.748965,1.2170082,1.3680134,0.9212325,1.1991211,1.1527301,1.5420332,1.0755104,0.961656,0.93497497,1.0714684,0.83678937,0.74363047,0.91867155,1.097928,1.0111785,0.849775,,0.89156425,0.9372219,0.87418985,0.9745097,1.3288993,1.0709264,,0.8316681,0.92373276,0.949712,1.2387025,0.931148,1.095327,1.0303038,0.9722559,1.2036057,,0.84526825,1.0174006,0.6979237,0.7470671,1.1537124,,0.78427774,0.97927165,1.1566807,1.2391471,1.1682755,0.9622207,,1.1722962,,0.75646114,1.8666248,0.93882746,0.88059044,0.48929378,,1.1362702,,1.06234,0.87647456,,1.1534714,0.847807,0.5779327,0.62842375,1.1247897,0.8502675,1.0598297,1.0651783,0.82104343,,0.9832437,0.9503053,0.98032457,0.9353918,1.2395715,0.95439196,0.7949191,0.7440789,1.0744363,0.8956322,2.0399394,0.68415534,,0.6777714,2.0356228,0.76805097,0.9840747,1.1450435,1.2137834,,,,0.8050697,0.7590394,0.6192722,0.77999955,,0.95069194,0.9358381,1.1887087,0.73474437,0.8473371,,0.84974635,0.86117107,1.8399838,1.0468471,0.7106863,0.8278592
1994,0.6028947,1.0563755,0.24494366,0.8742416,0.94493556,1.4135907,1.0337561,0.69378805,0.7042252,1.2478223,1.28348,0.91771805,1.2311461,1.1211435,1.5059566,1.1094106,0.97271013,0.9342113,1.0862436,0.84785837,0.7379007,0.91325283,1.0865715,0.99681556,0.8720106,0.7949022,0.90379167,0.9803994,0.87238777,0.9819713,1.2836703,1.0840263,0.6089106,0.8621092,0.94614744,0.96008736,1.2805836,0.94096005,1.0902873,1.0305467,0.9786509,1.1220354,0.8726645,0.84284204,1.0088153,0.7170395,0.76441985,1.1070076,,0.81039476,0.9664046,1.1769532,1.2141569,1.1033413,0.96125716,0.59475946,1.1381751,,0.7678953,2.0197365,0.9452187,0.9065272,0.49112985,0.60301584,1.1455247,0.58205587,1.0275077,0.9314239,0.5469286,1.1594584,0.853861,0.5813274,0.65349466,1.1423386,0.8443725,1.0492215,1.0637399,0.8169208,,0.97632575,0.959118,1.011894,0.94454813,1.2020055,1.0157851,0.7932448,0.75924325,1.0623204,0.879268,1.9979166,0.7027553,0.64318395,0.35992038,2.0035589,0.75204444,0.9883439,1.1811489,1.2412024,0.4715101,0.6449261,0.755422,0.82612854,0.74331146,0.68426996,0.7920873,0.25946924,0.96205336,0.9206506,1.0601318,0.76072747,0.8400493,0.68687546,0.88067335,0.8662667,1.7491479,1.0539446,0.65026146,0.84149927
1995,0.6486319,1.0277332,0.26337773,0.87398064,0.96440333,1.3087175,1.0200683,0.7238867,0.7180509,1.2835454,1.2695107,0.92637277,1.2397953,1.051339,1.5194045,1.1319972,0.9751096,0.93740356,1.1302444,0.86907744,0.76211095,0.9180369,1.0827589,0.9970214,0.9225643,0.80798626,0.90735626,0.98617774,0.89794016,0.9782473,1.252318,1.0818803,0.6527113,0.87711954,0.94556016,0.9722467,1.3237164,0.9390387,1.0903639,1.0401014,0.96513945,1.1196927,0.9314904,0.8572491,1.0179511,0.7423241,0.8023373,1.1104361,,0.791944,0.9815821,1.191234,1.1803315,1.0681956,0.9671906,0.53866184,1.1161674,0.68359643,0.77937114,2.0116916,0.9536989,0.9251371,0.49736047,0.62517756,1.1210513,0.58829117,0.98987734,0.83375084,0.54891187,1.0678499,0.85039806,0.6154235,0.65132815,1.0778818,0.8272289,1.0336595,1.0841806,0.81994504,,0.9980363,0.95670074,1.0356867,0.94626325,1.1458135,1.0244719,0.8012914,0.7805477,1.071959,0.88516474,1.89923,0.7354652,0.6354306,0.48225448,1.9668373,0.74435186,1.0051074,1.1761011,1.1132969,0.5000234,0.66244763,0.7710442,0.84289503,0.75004894,0.7054812,0.80483896,0.23000991,0.96632546,0.90507036,1.0835463,0.7643029,0.8384211,0.59659404,0.8431425,0.86462957,1.7493964,1.0588034,0.6686716,0.81477976
1996,0.6685973,1.0528259,0.28726453,0.88708746,0.95653605,1.1902596,1.025761,0.725546,0.76865274,1.3822752,1.2761277,0.9307574,1.2451426,1.0443567,1.5288875,1.0563096,0.96451294,0.94189215,1.1369433,0.8739958,0.7830315,0.9312167,1.0665177,0.9591326,0.9198026,0.8074988,0.9101287,0.9961006,0.9427473,0.97088015,1.2444637,1.0811374,0.6847552,0.8911006,0.98047966,0.97341657,1.337067,0.93659055,1.1041478,1.0357581,0.93516386,1.0686195,0.97122806,0.85105383,1.0194244,0.7631754,0.82457334,1.1621084,,0.8072209,0.96820307,1.1812891,1.1562012,1.03049,0.97428715,0.54116696,1.1031088,0.72287357,0.7864619,1.9934392,0.9507639,0.9186049,0.52982223,0.6463278,1.1000656,0.60111,0.92800045,0.9029663,0.5220116,1.0991234,0.8453979,0.6181644,0.70629144,1.1649877,0.8421786,1.0075198,1.0929953,0.8413474,,1.0176877,0.9550793,1.0597743,0.9457177,1.1306214,0.99753845,0.8031622,0.7959686,1.0691967,0.86147255,1.83388,0.7458735,0.6215648,0.55190986,1.9680734,0.750122,1.0259178,1.1481663,0.83186185,0.5329119,0.6901517,0.8020264,0.8469634,0.762232,0.7317805,0.82368845,0.20232175,0.9986133,0.9330898,1.0883344,0.7969612,0.84759426,0.5439886,0.8640835,0.8723098,1.7126671,1.0740409,0.706962,0.8865222
1997,0.68070936,1.0884364,0.3092581,0.90492845,0.9534193,1.1896205,1.0371035,0.7339003,0.78276163,1.1762197,1.2637364,0.9354239,1.239541,1.0578752,1.5528089,1.1251966,0.9759523,0.95458424,1.1545614,0.866998,0.7962889,0.9481718,1.0641361,0.96008134,0.9231562,0.7800937,0.9198168,0.9928557,0.94941527,0.9808609,1.223792,1.0752635,0.75389063,0.9181333,0.9479575,0.9811744,1.3595006,0.95607406,1.134643,1.0352939,0.9282392,1.0546705,1.0195836,0.858977,0.99383086,0.75652033,0.8699611,1.1387224,,0.79658467,0.96136576,1.1857282,1.1267762,1.0158509,0.9693621,0.54918724,1.0558025,0.78007466,0.7970377,1.9695152,0.9542745,0.94963586,0.5540876,0.68125576,1.116854,0.6354323,0.8930369,0.84607095,0.5370027,1.1242931,0.85652125,0.6296166,0.76256555,1.0971179,0.85656977,0.983746,1.1180108,0.82439655,,1.0060896,0.9663666,1.0749688,0.9569152,1.1309181,1.0053912,0.8002329,0.8066066,1.0679885,0.8608833,2.2087078,0.69993633,0.6308778,0.6275554,1.938665,0.77716565,1.0260044,1.1224734,0.6896936,0.54270965,0.7139419,0.83902025,0.86716324,0.7690841,0.7321912,0.7759693,,1.0196811,0.945176,1.1117265,0.8234936,0.85274607,0.5383915,0.8783285,0.8801152,1.736268,1.0708498,0.7306803,0.8936841
1998,0.661674,1.0819002,0.33836076,0.92519355,0.97128755,1.2309017,1.0232059,0.727019,0.80717206,1.2121602,1.2824323,0.9311658,1.2099295,1.0444489,1.4331528,1.1756817,0.97993433,0.9560458,1.1212763,0.81429553,0.80494565,0.9556607,1.0463355,0.96136034,0.9621433,0.7616371,0.91954577,0.9796065,0.90137446,0.9782639,1.1795299,1.0666082,0.7666962,0.94460386,0.9282077,0.9965275,1.3355323,0.9664079,1.1257766,1.0302923,0.8448819,1.0338899,1.0312183,0.87395144,0.8250222,0.7652733,0.88135827,1.1105093,,0.8039784,0.9690552,1.1774559,1.090345,1.006883,0.95553404,0.54302627,1.0391825,0.7876555,0.77348024,1.9208934,0.9391822,0.9237705,0.5136814,0.70525575,1.1274647,0.6658957,0.8309489,0.86922216,0.50117254,1.1460857,0.8619045,0.6264325,0.8179912,1.0978434,0.8745134,0.89114517,1.1240351,0.90162647,,0.9934195,0.97951174,1.0578823,0.9537547,1.1396768,0.9459959,0.7793765,0.8075916,1.0585158,0.8466202,2.2760272,0.6824503,0.60661024,0.6717443,1.925582,0.81031686,1.0359678,1.0256044,0.68343663,0.55969024,0.7252597,0.84072703,0.882417,0.77053183,0.68131596,0.72120976,0.21981803,1.053759,0.9530126,1.0850185,0.81030935,0.85465497,0.54178417,0.88873655,0.8887822,1.6590084,1.0411038,0.7231281,0.88902956
1999,0.6401788,1.0277294,0.35592926,0.9304014,0.97781837,1.1913682,1.0309007,0.732962,0.83663225,1.0762696,1.2898319,0.8998952,1.162438,1.0098222,1.4564549,1.2224917,0.99269056,0.94382215,1.092123,0.8024078,0.7959291,0.9642808,1.0017211,0.9431456,0.9824693,0.7617629,0.9193647,0.97761196,0.904598,0.9762183,1.1703459,1.0560013,0.76436925,0.95870376,0.9842614,1.0041536,1.1743095,0.97395724,1.132884,1.0207181,0.83989847,0.9417492,1.0089655,0.86976105,0.8080868,0.78896934,0.90638745,1.0975018,1.4249612,0.80573463,0.95922047,1.1705631,1.1093103,1.0028539,0.95020545,0.55613184,1.0150962,0.79190844,0.8214974,1.8510951,0.94772685,0.92253876,0.5229979,0.7034983,1.1556561,0.6816699,0.7940886,0.8324626,0.51533896,1.1125507,0.8683306,0.6271372,0.8873213,1.1076851,0.85750127,0.9249768,1.1320248,0.88447523,0.6349987,0.9970004,0.9911117,1.0511739,0.9684585,1.1198448,0.9207467,0.7779119,0.81313807,1.054457,0.8219433,2.293581,0.67726606,0.64244,0.7068503,1.8056959,0.7864305,1.1057123,1.0183218,0.6283941,0.6328633,0.7243627,0.8523935,0.89152294,0.7863163,0.67382777,0.7570413,0.23636574,1.1213753,0.97070915,1.0091385,0.8321964,0.8681938,0.5890909,0.8636534,0.90098244,1.5553014,1.0398048,0.7441766,0.8552811
2000,0.6496305,1.0082161,0.37926167,0.91981596,0.98684585,1.1628711,1.02999,0.7460352,0.8327122,1.1025021,1.3156545,0.889426,1.1550345,1.0165741,1.3901151,1.2321403,1.012061,0.9631184,1.095288,0.8097211,0.76694566,0.96366477,0.99338394,0.93208164,1.0140396,0.7760093,0.93068236,0.9877739,0.92493,0.94709367,1.1644917,1.0525169,0.81340843,0.98981035,0.93679434,1.0214471,1.1391535,0.9869716,1.1468527,1.0108013,0.862371,0.9737805,1.0145507,0.89250225,0.818063,0.7764888,0.9353405,1.0902383,1.4352676,0.79992354,0.9941143,1.1857445,1.1134835,1.0087689,0.96376437,0.6002427,0.97806746,0.8277032,0.83556515,1.938544,0.96505654,0.9147799,0.5427691,0.7067354,1.1782607,0.71910304,0.83387023,0.8146683,0.5283414,1.131589,0.9009785,0.6154172,0.851086,1.0214399,0.89846873,0.9598484,1.1469078,0.8364665,0.6554719,0.98383325,1.0096468,1.071299,0.96252394,1.1247333,0.90657294,0.78563154,0.8451027,1.044781,0.78182,2.308246,0.6879995,0.69917804,0.7324693,1.837498,0.777941,1.0550964,1.02594,0.6426968,0.67820776,0.7368394,0.8640335,0.9123205,0.77969295,0.6405766,0.76525825,0.26011708,1.1740085,0.9728614,1.0443958,0.8455283,0.8816276,0.624251,0.84479773,0.9101762,1.5772262,1.0579486,0.7581578,0.75420666
