Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,ETH,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LCA,LKA,LSO,LTU,LUX,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MMR,MNE,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1998,1.6500001,0.7396,3.3416002,20.4815,6.078,2.6082,1.6318002,4.7544003,9.610001,2.9541001,1.1463001,,1.1143001,1.3919001,0.73390007,2.7318,1.9842,3.8641002,2.6522,2.6211002,1.8192,2.7964,2.6000001,1.7,0.091000006,0.9806,8.005401,9.114,9.4006,5.2678,1.7973001,1.8911,0.83190006,0.7825,1.6598002,1.9328002,0.14150001,1.7459002,1.3039001,6.0948,8.1561,1.7260001,1.3538,,1.3001001,1.7222,1.0743,7.2257004,0.75320005,9.4731,1.6175001,2.5805001,8.4528,1.22,1.5705,,2.0553002,1.485,1.3308,,1.434,1.0,8.8247,1.0046,1.6994001,0.7073,1.5679001,1.0557,5.2474003,0.79,6.0049,2.6526003,1.7969002,6.0400004,2.1803002,14.706902,9.321701,1.1436,,2.4468002,2.6780002,1.6697,4.9222,1.2171,3.9823003,18.818201,2.3685,5.0,1.8000001,,1.1371,1.3171,1.5287,,0.64680004,3.1121004,0.8306,1.7331,2.3429,4.3734,1.6416,1.6250001,,0.9006,0.83870006,5.1800003,1.3711001,,0.66080004,4.0283003,1.5173001,1.32,1.1941,11.000001,1.7112,10.0571,7.4293003,,,2.8435001,3.8298001,,4.4360003,,1.7853001,1.6181,2.1121001,1.6240001,5.3915005,5.8272004,1.8706001,2.8060002,5.3704,2.4575002,12.4348,7.6616006,2.7892,1.5951,0.82310003,2.0519,,0.8255,1.075,1.9062,0.5727,,,1.9314001,2.2,5.5056005,7.3139005,,1.9178002,5.1524,1.4068002,0.86730003,3.3448002,2.9816003,0.52000004,1.8477,2.6706002,4.2192006,5.7234,1.2857,1.5000001,2.5342,3.3715003,8.435286,3.2493002,3.3333,2.7697,2.4710002,0.50350004,1.4660001,2.1611001,1.2503,1.0125
1999,1.5000001,0.6361,3.7455,20.7569,5.3702006,4.0303,1.6317,5.1212006,9.6,3.5343003,1.1192,,1.2518001,1.6241001,1.2346001,3.8239,2.1657,4.6068,2.6053002,2.7507,1.7621001,2.7765002,2.6000001,1.5556,0.1111,1.0556,7.9747005,8.8852005,8.5153,4.9447002,1.9622,2.5907001,0.799,0.7713,1.7961,2.1815002,1.1620001,1.8915001,2.0096002,6.6037006,8.785001,1.7694001,1.3572,,1.2633001,2.2375002,1.1813002,7.5174003,0.79200006,9.480801,1.715,1.8100001,8.9523,1.225,1.5858002,,2.2255,1.4557,1.3761001,,1.5938001,0.99100006,9.5128,1.0043,1.7378001,0.7073,1.4949001,1.2249001,5.5584,0.83330005,6.413,2.6629,1.7922001,6.2003,1.9167,14.075701,9.744401,1.2231001,,2.4,3.0168002,1.4817001,5.3038,1.5948001,3.9403002,20.217402,2.3597,5.7143,2.0,,1.0897,0.94100004,1.6384001,,0.41200003,2.8282,0.91620004,2.045,2.4720001,4.0926003,1.4541,1.6880001,,1.1596,0.76180005,4.9024,1.8109001,,0.5276,4.017,0.32420003,1.5998001,1.1542,7.0188003,1.6776,10.1306,7.4597006,,,2.8447,4.8461003,,4.426,,1.7169001,1.5552,2.3053002,1.7351,5.4167004,5.7506003,1.9255,2.1478002,5.7089,2.2917001,12.463901,7.6673,3.6403003,1.9055,0.75560004,1.8723001,,0.93880004,1.2372,2.5047002,0.71180004,,,2.1000001,1.0,5.9974003,6.9368,,1.6456001,3.2721002,0.6991,1.1979,3.5526004,2.8100002,0.82000005,1.3001001,2.5,4.4376,5.7725,2.5283003,1.7319001,2.522,4.0894003,8.397629,2.956,3.0000002,3.1324,2.5341003,0.5091,1.4778001,2.2274,1.3759001,1.087
2000,1.1979,0.5745,3.8811002,21.0335,5.4329,2.3178,1.6,4.9360003,9.860001,3.2484,1.0521001,11.1006,1.1481,1.7543001,2.0597,1.7239001,2.4762,2.2702,2.3077002,2.2374,2.1259,2.7182,2.6087,1.5645001,0.11230001,1.0600001,6.2844,9.651901,9.412001,4.5975003,2.0287,2.4615002,0.799,0.8,2.1064,2.1208003,0.79480004,1.8111,2.1629,6.4285,9.211901,1.8333001,1.3573002,,1.2343001,3.6186004,1.4614002,7.6800003,0.23580001,9.215701,1.6204001,1.8029001,9.0766,1.2302,1.6188002,,1.6161001,1.4578001,1.4230001,,1.6058002,0.98740005,9.6708,1.0028,1.7811,0.7253,1.2352,1.4360001,4.0701003,0.75000006,4.1790004,2.7649,1.8216001,6.1655,0.75600004,12.6691,9.5277,1.1487,,2.4710002,3.3350003,1.44,5.7523003,2.7345002,4.0616,20.563002,2.3878002,3.8889,2.89,,1.0838001,0.67730004,1.7497001,8.0,0.4,2.3358002,0.8838,2.3764,2.4620001,3.3819,1.3322,1.7055001,,0.93990004,0.90540004,8.900001,1.7428001,,0.717,3.9958003,0.6154001,1.3001001,1.2677,11.000001,1.7275001,10.226001,7.4901004,,,3.0770001,2.4394,,4.3240004,,1.7086,1.5135001,2.4119,1.797,5.5385003,6.0637007,1.9888002,2.0988002,5.7808,1.9512,12.517501,7.6802006,1.7128001,2.066,0.70180005,6.282,,1.1114001,0.92850006,2.2475002,1.4597,,,2.23,1.9048002,3.0374,5.8821006,,1.6456001,3.4439,0.753,1.202,3.6715002,2.7011,0.97,1.6082001,2.5982,4.1605,5.9205003,1.9314001,1.7424,3.0091002,1.5296,8.592192,2.6545,15.000001,3.5004,2.7471,0.5148,1.4778001,2.8492,1.7720001,1.1795001
2001,2.0,0.57540005,3.8135002,21.316002,5.4553,3.7913003,1.6149001,4.6471004,9.086901,3.7823002,1.0817,11.3522005,1.1002,1.8115001,3.2216003,2.4713001,3.0000002,3.8523002,2.5917,3.0076003,2.2143002,3.4019,2.6042001,1.5789001,0.1992,1.07,6.6187005,8.9441,9.4306,4.6985,2.0975,2.4404001,0.799,0.80300003,2.0755,2.0895002,0.6373,1.6619002,2.3305001,6.5978003,8.8376,1.7143002,1.3592,,1.3390001,2.7175002,0.76420003,6.9798,0.7851,9.7208,1.7427,0.7171,8.5711,1.2358001,1.5242001,,1.5637001,1.315,1.4430001,,1.6852,0.97,10.3463,1.0018001,2.0681002,0.7347,1.2644001,1.4992,5.6659,0.6923,6.2456,2.8446002,1.9996,6.1613,2.3613002,12.150001,9.5135,1.2068001,,2.5,3.7125,1.7012,6.096,2.7612002,4.0272,19.9217,2.5500002,4.3231,2.0,,1.1182001,0.8913,2.3126001,9.098701,0.2107,2.3714,0.929,2.6735,2.5777001,3.45,1.1585001,2.0918002,,0.95800006,1.0016,7.2037005,1.1845001,,1.3254001,3.9767,0.2612,1.3999001,1.3241,8.8971,1.8000001,10.400001,7.5204,,,3.2203002,4.8315,,4.4778,,1.7631,1.3571,2.5887,1.8198001,5.9286003,6.0683002,2.0529,2.9881003,5.8929,2.3308,12.529901,7.7419004,3.1232002,1.7299001,0.76710004,4.0612,,1.2279,1.0309001,1.9431001,1.4274001,,,2.1739,1.9444001,5.0235004,5.4139004,,1.4267,3.8987002,0.5267,1.3071,3.7329001,2.9515002,1.0,1.2156,2.5871003,4.0063004,5.8334002,3.1359,1.8006,3.2425,4.6643,8.673783,3.6512,14.285701,3.4486003,2.9633002,0.5205,1.4417,2.4371002,1.378,1.2309
2002,2.9800003,0.6706,3.946,21.636301,6.0791006,3.7380002,1.5625001,5.4929004,9.981501,4.3463,1.0931001,11.1962,1.1644001,1.7381,4.0349,4.2364,3.0500002,4.5444,3.2889001,2.334,2.167,3.0559,2.6265001,1.5856,0.29470003,0.98260003,7.0128,9.216801,10.5902,4.8714004,2.1687,2.0679,0.77900004,0.80600005,2.2773001,2.0889,0.14850001,1.7119001,2.5278,8.732201,9.375501,1.6667,1.3641001,,1.296,3.348,1.4319001,7.7656007,0.20760001,9.5142,1.8753002,1.7148001,8.9751,1.2418001,1.4286001,,2.0523002,1.4900001,1.4664001,,1.0125,1.4941001,9.954401,0.9971,2.0659,0.75000006,1.4056001,1.3655001,6.3767004,0.74750006,5.0762005,3.0655003,1.6807001,6.7257004,2.4433002,12.429701,9.4918,1.1818001,,2.4615002,4.137,1.5126001,5.7803,2.0797,4.2218,20.061302,2.7610002,3.2435002,1.5000001,,1.1282,0.80880004,2.8621001,7.1074004,0.7494001,2.6721003,0.8845,3.0000002,2.7105002,4.1404,1.1478001,2.2116003,,0.70650005,0.5644001,7.7632008,1.046,,1.3238001,3.9220002,0.5853,1.4899001,1.3369001,9.7046,1.8291,7.6544003,7.5508003,,,3.1457002,4.6637006,,4.3908,,1.8448001,1.5075,2.6708002,1.8031001,5.2883,6.1563,2.1163,3.3260002,5.7285004,2.3442001,12.462701,7.6873,3.0421002,2.7422001,0.87630004,3.6432002,,0.74340004,0.78700006,2.6041002,1.4274001,,,2.1074,1.9677,5.3887005,8.1574,,0.9962001,4.1921005,0.7128,1.2652,3.7145002,3.5117002,0.96770006,1.7551,2.5354,4.2163,6.9641004,2.5657,1.8003001,3.5167,3.3552,8.115197,4.1909003,14.8571005,3.1108003,3.0759,0.52620006,1.2701,2.8516002,1.6709001,0.45540002
2003,0.84000003,0.7559001,4.2805004,21.957602,6.4767003,4.6059003,1.5714,6.2570004,8.695001,4.4451003,1.067,10.5216,1.1899,1.5284001,4.0334,2.8000002,3.4,2.7901003,4.3388,2.7046003,2.3405,3.7273002,2.63,1.8504001,0.21440001,0.952,7.8193,4.2990003,9.997701,4.8126,2.2422001,1.9908001,0.77900004,0.81520003,2.6518002,2.0732,0.37920004,1.7273002,2.7222002,5.5764003,7.3845005,1.6667,1.3333001,,1.4176,2.8853002,1.6898001,7.8293004,0.33350003,9.0408,1.5319,1.7943001,7.1502004,1.2482,1.5219,,2.4250002,1.6272,1.4901,,1.5849001,1.1435001,10.405601,0.99960005,2.0971003,0.80700004,1.25,1.5572001,4.1993,0.7429001,3.9591002,3.2414,2.0405002,6.7242007,2.4462001,12.5808,7.4811006,1.2315,,2.4979,4.3236003,1.6224,6.0898,3.7472,4.1402006,19.8106,2.7710001,3.5484002,1.5000001,,1.0957,0.64390004,1.0,5.6439004,0.56170005,2.5551002,1.6255001,3.2,2.7525,4.0599003,1.4360001,2.4356003,,0.8711,0.77550006,6.5556006,1.2259,,1.2347,4.0433,0.50850004,1.4999001,1.4959002,8.3921,1.8765001,10.883,7.5812006,,,2.9024,3.1798003,,4.4612,,2.0034,1.5352,2.7782001,1.9153001,4.6154003,5.2862005,2.1843002,3.4849,5.6837006,2.3849,12.529901,7.697201,3.0704,3.0813003,0.76720005,3.8053002,,2.2834,1.0038,2.7471,1.3626001,,,2.1311002,2.3214,4.1195,5.0802007,,1.0235001,4.0979,0.9075,1.2728001,3.8513002,3.7699,1.25,1.3924001,2.5696,5.0150003,6.8090005,0.75490004,1.8310001,3.4569001,4.5855002,8.924833,4.2161,14.825001,3.4326003,3.4363003,0.53180003,1.0954001,2.6582,1.7256,0.78290004
2004,1.6,0.5404,4.6197004,22.239101,6.3931003,6.1791005,1.5789001,5.6326003,9.654401,4.6071005,1.0807,12.2246,1.179,1.2666,4.8243,5.5400004,3.5500002,5.1317005,3.5297,2.2074,1.7145001,3.3671002,2.6596003,4.0495,0.17430001,0.96150005,8.241,9.614201,11.0678005,5.1203,2.2242,1.9166001,0.77900004,0.8062,2.6357,2.0575001,0.38520002,1.9517001,2.7457001,6.1346,9.0966,1.6587,1.3775,,1.4924,3.1729,1.8841001,7.9087005,0.24090001,10.0691,1.6132001,1.7861,8.990701,1.2550001,1.5422,,2.1944,1.5794001,1.5143001,,1.207,1.0978001,10.1088,1.0006,2.1307,0.87200004,1.25,1.3855001,6.3054004,0.76150006,7.0012007,3.3439,1.9073001,7.0172005,2.2486002,15.370701,9.4975,1.1842,,2.5,4.4575,1.9293002,6.1938,3.3202002,4.2604003,19.770302,3.0148003,6.0000005,2.4,,1.5023001,0.63470006,2.1429,8.024401,0.91520005,3.0711002,1.7779001,3.3600001,2.8188002,4.3262005,1.8210001,2.6354,,0.80850005,1.1513001,6.4737005,1.046,,1.1301,4.0515003,0.7509001,1.6002,1.373,8.4821005,1.9059001,11.549601,7.6105003,,,2.9846003,5.4688,,4.9451003,,2.8488002,1.5199001,2.6734,2.1421,4.6154003,5.6935,2.2509,3.4889002,5.7869,2.5455,12.630401,7.6471004,4.5497003,3.8752,0.767,3.8514001,,2.7194,0.9735001,2.7641003,1.0944,,,2.1457,2.8077002,5.8337007,7.7750006,,1.25,3.7187002,0.84510005,1.092,3.8587,4.6811004,1.0,1.5809001,2.5,5.5076003,6.7193003,1.4659001,1.44,3.8558002,4.964,10.060836,4.4917,14.444401,3.4501002,3.4617002,0.5324001,0.84250003,3.0305002,1.9239001,1.2965001
2005,1.2069001,0.6736,4.5442004,22.523401,7.3587008,4.4692006,1.5974001,5.7983003,10.657001,4.7703,1.0833001,11.687201,1.1447,1.8058001,5.3311005,5.3085003,3.6000001,5.1132007,3.9965003,2.6194,2.1859,3.0403001,2.7368002,3.0608,0.22970001,0.90340006,8.6035,9.649701,11.2285,5.2873,2.1138,2.1334,0.77900004,0.8087,2.7537,2.0418003,0.2432,2.0794,2.3300002,7.1696005,9.213901,1.5000001,1.3571,,1.4206,3.3864,2.1232,8.160701,0.49060002,9.6099,2.006,1.9261,8.253901,1.2622,1.5532,,2.1851003,1.5613002,1.5388001,,1.0517,1.0826,10.3033,0.9844001,2.3360002,0.9371,1.25,1.5387,6.9182005,0.78020006,7.5571003,3.4539,1.9385,7.2219005,2.3079,12.887901,9.367801,1.2547001,,2.5263002,4.1546,1.6405001,6.0648003,3.5153003,4.8412004,19.7297,4.3321004,3.7778003,2.4,,1.4713001,0.7011,3.0625002,9.581401,0.20360002,3.2728002,1.5464001,3.3333,2.9276001,4.4909,1.4933001,2.8297,,0.49500003,0.81560004,7.5397005,0.8093,,2.2606,3.9088001,0.8255,1.6598002,1.4021001,8.8201,2.0191002,10.9308,7.6385,,,2.9959002,5.8145003,,4.8191004,,2.9843001,1.4912,2.6289,2.1514,4.6667004,5.7329,2.318,2.9636002,4.6805,2.075,12.4776,7.7689004,3.9816003,3.8500001,0.88890004,3.7301004,,2.7961001,0.97630006,2.9434001,1.1765001,,,2.2239,1.8421,6.9659004,8.2883005,,1.3210001,3.6778002,1.0938001,1.1577001,3.8161004,4.0471,0.9412001,1.59,2.3462,7.0007005,6.3108,1.0071,1.5859001,4.3185,4.1419,9.282579,4.8867006,14.4186,3.2616003,3.5979002,0.531,0.8079001,3.6351004,1.8594002,0.61950004
2006,2.6204,0.46870002,5.0111003,22.8061,5.9030004,3.3271003,1.6250001,5.3856006,9.637,4.5777006,1.0159,10.192901,1.2273,1.9444001,5.2998,4.5328,3.8000002,5.0644,3.9390001,2.4879,2.6071002,3.3823001,2.7,2.6479,0.2511,0.89680004,8.473701,8.4488,11.184001,5.3263,2.1157,2.2224,0.77900004,0.81740004,2.5368001,2.0261002,0.21800001,2.0770001,2.5,6.7526,8.030701,1.6667,1.4047,,1.3900001,6.5668,1.8776001,8.370501,0.97550005,9.743701,2.6404,1.9163002,8.5818,1.2701,1.5610001,,1.8377,1.4994001,1.5637001,,0.8945,1.0506,10.1383,1.0,2.5807002,1.0,1.0,1.5394001,6.5312004,0.7795,6.8165,3.4699001,1.9125001,7.4221005,2.4255002,17.6039,8.7285,1.2284001,,2.5332,4.6317005,1.7197,6.0696006,3.5798001,4.7305,19.897902,3.9533002,2.9524,2.2246003,,1.4853001,0.55670005,2.3500001,6.5104003,1.2198001,2.9059,1.5891,3.2,3.0012002,4.6493,1.7134001,3.1066003,3.2588003,0.83870006,0.49750003,7.7931004,1.4814001,,2.1053002,3.956,1.1227,1.8182,1.4626,9.152901,2.0382001,10.954401,7.6666,,,2.8608003,,,4.7768,,3.0368001,1.7564001,2.7129,2.3660002,4.5,4.1609,2.3854,3.6534002,5.2885003,2.6829,11.8571005,7.8947005,3.5754,3.6152,0.8531,5.8203,,1.3919001,0.81350005,3.0794,1.0526,5.1426005,,2.4545002,2.3000002,5.5516005,6.9305005,,1.4291,3.5146003,1.0666001,1.1551,3.9356003,3.7740002,1.0667,1.6758001,2.5,7.2139,6.5297003,1.3318001,1.5361,3.7352002,4.1837006,9.357896,5.9162006,13.571401,3.3342001,3.7310002,0.5357,1.5217,3.4122002,2.3013,0.97720003
2007,2.6277,0.5091,4.6732006,26.826601,7.6655,5.3262005,1.6014001,4.9103003,10.3128,4.6175003,1.0204,13.1278,1.3344,1.1736001,5.9812007,4.5719,4.0,3.2181003,5.0653,2.6357,2.1155002,3.7852,2.6667001,2.1824,0.12190001,0.85,8.5108,10.1695,8.930201,5.1667004,1.7643001,2.0,0.77900004,0.79170007,2.7661002,2.0094001,0.1588,2.1529,2.6100001,6.7955003,9.4475,1.7382001,1.4483001,,1.335,8.5625,2.3105001,8.0463,0.83210003,10.002701,1.8232,1.9000001,9.4821005,1.2222,1.6500001,,2.4068003,1.5437,1.5891,,0.8687,0.94290006,10.022301,1.0,2.3219001,,1.7174001,1.6922001,4.9371004,0.7803,3.7327,3.6601002,2.3352,7.6912007,2.4774,18.5962,9.312,1.195,,2.5406003,4.5636005,1.8132,6.0599003,3.6831002,4.918,19.7865,4.3636003,3.4444,2.2246003,,1.6508001,0.48770005,4.8148003,7.5445004,0.41550002,3.0776002,1.6191001,3.3535001,3.2063003,3.8361003,1.6831001,3.2680001,2.5,0.68130004,0.7116,9.453701,2.6547,,2.0296001,4.1293,1.0874001,1.7049001,1.3776001,11.948201,2.0909,10.900001,7.6947007,,,3.1603003,,,4.9827003,,3.4265,1.7412001,2.8371003,2.5439,4.7059,6.5743003,2.4423,3.1996002,5.8412004,2.7700002,18.1429,,1.7030001,2.93,0.7201,5.6250005,,1.1008002,0.84000003,2.9107,1.1111001,3.2491002,,2.3077002,2.7222002,3.9675002,7.5358,,0.55200005,3.5154002,1.0211,1.1664001,3.9295,4.0109,1.3000001,1.1282,2.5,6.8381004,6.1302004,1.4071001,1.4950001,3.9001002,5.7541003,9.458315,6.0643,12.181801,3.4724,3.9259,0.55170006,1.6666001,2.7921002,2.3342001,0.8651
2008,2.6277,0.7946,5.0,26.830101,6.4525003,5.3424,1.6190001,5.6912003,11.317301,4.7784,1.0041,11.9258,1.1279001,1.6662,6.0172005,4.1548,4.7619,4.9169,4.3890004,2.3543003,2.312,4.0800004,2.7409,2.4464,0.1844,0.85,9.062301,9.702701,10.1411,5.5557003,2.0313,2.0,0.77900004,0.80490005,2.7712002,1.9915001,0.23380001,1.7350001,2.5205002,7.5446005,9.809901,1.7806001,1.4377,,1.4532,4.4714003,2.2442,7.9053,0.21230002,9.9061,1.8834001,1.9484001,9.1258,1.2992,1.5911001,,2.3211002,1.7371,1.0793,,1.033,1.1461,10.481001,1.0056,2.0115001,,1.3333001,1.6885,7.9759,0.7807,7.4653,4.0776005,2.414,6.4307003,2.3492,18.5237,9.5726,1.2538002,,2.5470002,4.4042006,1.3925,5.8568,3.7513003,5.0544,20.093302,4.8328,3.7778003,2.2299001,,2.6337001,0.43490002,4.2105002,6.0053,0.5515,3.4922001,1.6569,3.6363003,3.3071003,4.0991,1.9732001,3.338,3.6000001,0.61770004,0.7059001,7.5410004,1.6498002,,2.098,3.8209002,0.9589001,1.9571,1.3311,11.416301,2.1590002,11.2326,7.7228003,,,3.0581002,,,5.0695004,,3.4154,1.6918001,2.9673002,2.6036003,4.5455003,5.8149004,2.5048,2.8051002,6.3278003,2.8804,18.1429,,3.2271001,3.8588002,1.1515001,5.6427007,,1.8351,0.84000003,3.3895001,1.1765001,4.834,,2.1538002,2.25,8.173201,7.3207006,,0.9943,3.9676003,0.9613,1.1922001,4.0748,9.3985,1.1,1.2611,2.5,7.1988,6.2163,1.3667,2.2005,4.6911,4.1526003,9.621498,7.1455,12.727301,3.3327,3.1753001,0.54670006,1.5141001,4.5373,2.2442,0.28670004
2009,2.1429,0.6614001,5.5693,26.824902,5.576,5.7763,1.5902001,5.8171005,10.8293,4.7990003,1.0032,12.117401,1.3977001,1.5286001,5.6831,4.7071004,6.0000005,5.1032004,4.6818,2.5408,2.8185,3.7145002,2.8271003,2.1406002,0.2429,0.85,8.3723,10.4132,10.4956,5.2585,1.9966,1.9787,0.77900004,0.80950004,2.6845002,1.9736,0.23080002,2.0815,1.4943001,8.4506,9.75,1.8167,1.4368001,,1.4645001,3.0914001,2.2003002,7.8184004,0.86890006,10.074901,1.9849001,1.9444001,8.893401,1.3208001,1.5686,,2.3525002,1.6969001,1.6318002,,1.1622,0.9896,10.4326,1.0071,1.9798001,,1.3406,1.7503002,7.3508,0.80130005,6.3945003,4.2372003,2.0238001,5.9165,2.0878003,25.185402,8.6048,1.2615,,2.5385,4.75,1.2943001,6.1756005,4.1757,5.0225,19.9557,5.4643,3.6210003,2.479,,2.5515,0.41590002,4.3273,5.9976006,0.91510004,2.8897002,1.6225001,4.0813003,3.2368002,4.7054,3.3349001,3.3766003,3.8009,1.0,0.55420005,8.0,2.2265,,2.1130002,3.8057,0.9014001,2.1961002,1.5605,12.995401,2.2054,11.032701,7.7509003,,,3.1186001,,,5.1496005,,3.4879,1.7794001,3.029,2.6208003,4.7941003,6.2262006,2.5663002,3.3897002,6.6936,2.4,19.2857,,3.4169002,3.5319002,1.9503001,5.4742002,,1.6300001,0.92,3.0041003,1.5299001,5.2921004,,1.5385001,2.4,6.8503003,7.8371005,,1.2869,4.3791003,0.9831,1.2559,4.178,9.8893,1.6,1.8884001,2.5,7.1878,6.4438,1.1232,2.4996002,5.0195003,3.0834,10.318162,7.6678,16.75,3.0171003,4.0137,0.5581,1.4996,4.964,2.0692,0.46420002
2010,1.6448002,0.72,6.6790004,18.5582,7.8040004,4.6724,1.5859001,5.5593,9.724701,4.5551004,1.0595001,11.9283,1.1028001,1.4342,5.8378,6.2512007,7.5333004,4.5211005,4.9306,2.9264,2.789,4.3667,2.8842,2.3177001,0.16170001,0.82670003,9.750901,8.492201,11.0808,5.4592004,1.9800001,1.9741001,0.7996,0.81740004,2.7227,1.9557,0.22000001,1.9551,1.4382,6.7062006,9.0261,1.8483001,1.4167,4.8105,1.6818001,2.5827,2.2348,7.2700005,0.90000004,10.555301,2.1926003,2.0433002,8.829901,1.3436,1.5733001,,1.4138001,1.8874002,1.6313001,,1.25,1.047,10.381801,1.0084001,1.9944001,,1.3687,1.6504002,6.9678,0.80350006,6.4745,4.4359,2.5401003,6.8981004,2.3586001,29.235502,9.167201,1.171,,2.5659,4.8331003,1.7251,6.0632005,3.6134,4.7874002,19.734901,4.7986,3.6614,1.9333001,,2.8061001,0.9071,6.6901,8.3093,1.2132,3.4540002,1.5577,4.5470004,3.2599,4.4778,2.6886003,3.4826002,3.795,1.2024001,0.85920006,6.8333,2.0158002,,1.9792,3.9235003,0.78690004,1.8502,1.3393002,11.767301,2.1186001,10.759701,8.4228,,,3.2409,,,5.1572003,,3.8052,1.4002,3.0999,2.5517,5.0,5.9824004,2.6281002,3.3459,6.9295,3.9152002,20.7556,,4.3176003,3.0086002,2.3416002,5.3096004,,1.5384,1.45,3.0253003,1.5098001,5.8903003,,1.6152,2.3333,5.5306005,8.539401,,1.2040001,3.5102,0.81740004,1.1937,4.1799,12.0521,1.7,2.1193001,2.4763002,7.2614,6.4802003,1.5515001,2.2999,4.5147004,5.5115004,9.577564,8.183701,18.7742,3.7455,4.0899,0.5636,1.6814001,4.6736,2.5871003,0.8751
2011,1.6400001,0.7376,5.9869003,24.064302,6.3503003,5.4257007,1.5974001,5.7390003,11.299601,4.546,1.1087,11.936001,1.4216,1.5356001,6.1512003,5.531,7.3085003,3.8992002,6.5950003,3.2236001,2.4766002,4.2107005,2.9876003,2.8054001,0.3473,0.82750005,8.931201,11.444701,11.997801,5.7475004,1.8969,2.0240002,0.77800006,0.82850003,2.8591003,1.9378002,0.17780001,2.2540002,2.47,8.7908,10.6243,1.8793001,1.4000001,5.2170005,1.6229001,2.3374,1.6672001,7.7409,0.9524001,11.3738,2.4963002,1.9572,9.966801,1.368,1.5736,,2.2867,1.6458001,1.6584,,0.93490005,1.0509001,10.706901,1.0090001,1.9976001,,1.3769001,1.6593001,5.6817,0.8093,6.4976006,4.5652003,2.4784,7.1959004,2.6077,33.815804,9.8033,1.2747,,2.5817,4.9864,1.5840001,6.0143,4.1146,4.6522,19.7232,5.1684003,3.5438,2.1643002,,2.7262,0.63440007,7.4896007,7.78,1.1533,3.2548003,1.5455,4.894,2.9058,4.2704,1.4037,3.5511003,4.2007003,1.202,0.66110003,7.4419003,2.2079,,1.9188001,3.4627001,0.84050006,1.6271001,1.4101,12.335501,2.2814,11.384201,7.8358,,,3.6485002,,,5.1384,,3.9897,1.8640001,3.1866002,2.7396002,5.7778,7.1770005,2.6902,3.6918,8.104,3.9198003,12.5556,,4.5292006,4.3444,2.3529,5.9958,,1.1331,1.5200001,2.8181002,1.7901001,5.1489,,2.0995002,2.2857,7.1489,8.6856,,1.3452001,5.0478,1.2271,1.2453,4.3297005,12.122801,1.6206001,2.2943,2.4720001,7.1707006,6.7732005,1.3203001,2.3999,6.4446006,3.5377002,9.213542,9.681901,27.640001,3.4881003,4.3128,0.5708,1.5142,4.3671002,2.7414,0.65680003
